Name,URL,Description,Image,,
Amudha Ragam,https://stream.zeno.fm/c8argmpdprhvv,"Amudha Ragam is a tamil online radio station from Amudham group.Amudha Ragam plays super hit Kollywood songs and non stop Tamil Film Instrumental music 24×7.Tune to Amudha Ragam to listen to all Instrumental Music and Tamil super hits songs online..Karaoke Tamil music radio Amudha Ragam online.""",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/amudharagam.jpg.jpg,,
SPB Radio,https://stream.zeno.fm/w2r2z0x547zuv,"
SPB Radio plays the super hit music of songs by S. P. Balasubrahmanyam.It plays SPB voice hits and melodies 24/7 non stop online.Listen to SPB Radio station Tamil online.""",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/spb-radio.jpg,,
iYaliSai Bhakti Radio,https://mhariraa.radioca.st/stream,"
iYaliSai Bhakti Radio – இயலிசை பக்தி வானொலி 24/7 non stop Tamil Hindu Bhakti songs – உங்கள் இயலிசை பக்தி வானொலியில் 24/7 இனிய தமிழ் பக்திப்பாடல்கள்",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/bakthi.jpg,,
Harris Jeyaraj,https://stream.zenolive.com/0bhsthssutzuv,"
Harris Jeyaraj radio station online.Harris Jeyaraj radio broadcasts non stop Tamil super hits songs of Harris Jeyaraj.Listen to Harris Jeyaraj radio station online.""",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/harrisjayaraj.jpg,,
Thasbeeh Radio,https://stream.rcs.revma.com/pcr8x50uty8uv,"
Thasbeeh Radio Islam radio station online from Sri lanka.Listen To Tamil Bayan",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/thasbeehradio.jpg,,
TWR India Tamil,https://fm.radio882.com/radio/8010/tamil.mp3,"
 Listen to TWR India Tamil today and spend time meditating on the word of God with our systematic verse by verse audio bible study programs on the go.Listen to Tamil Christian radio TWR India Tamil radio station online.""",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/twrindia.jpg,,
American Tamil Radio,https://cp11.serverse.com/proxy/hgsmgluv?mp=/stream,"
“அமெரிக்கத் தமிழ் ஊடகத்தின்” ஒரு அங்கமான அமெரிக்கத் தமிழ் வானொலி",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/atr.jpg,,
Erode City FM,https://stream.zeno.fm/9fp1383f0d0uv,"
Erode City FM is a Tamil online radio station broadcasting from Erode. It plays All Time Good Tamil Songs 24/7 live online.Tune to the best of Tamil music radio.Listen to Erode City FM Tamil radio station online.""",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/erode.jpg,,
Old Hits,https://a9oldhits-a9media.radioca.st/stream,"
Old Hits Tamil radio is part of A9 media.It plays the Tamil movie songs from old movies.Listen to Tamil super hits classical songs.Listen to Tamil Old Hits only on Old Hits radio station online.""",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/a9logos.jpg,,
Rajini Radio,https://stream.zenolive.com/cu5tt989ghruv.aac,"
ரஜினி ரேடியோ Rajini Radio is an exclusive Online Tamil Radio For Super Star Rajini Fans.Listen to super star",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/rajiniradio.jpg,,
Star Radio Tamil,https://stream.starradiotamil.com,"
Star Radio Tamil is a FREE 24/7 Tamil internet radio station created for Tamil musicophiles around the world. We play hit songs from 2000s and latest trending hits. Station streams at 192 Kbps MP3 High Quality audio format. Experience the High Quality audio listening on our internet radio station. Tune in to STAR RADIO TAMIL today to get connected to a new type of Tamil radio featuring the hottest hits and all-time hits on the internet!.Listen to Star Radio Tamil online.""",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/starradiotamil.jpg,,
Aalayam FM,https://stream.zeno.fm/etwnrhnbkbruv,"
Aalayam FM Kumbakonam is a tamil online radio station broadcasting from Kumbakonam Tamilnadu.Aalayam FM plays non stop tamil super hit songs.Listen to tamil music and listen to Aalayam FM radio station online.""",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/Aalayam-FM.jpg,,
Tamilakaram Radio,https://tamilakaram.radioca.st/stream,"
Tamilakaram Radio is a Tamil radio station playing Tamil classical songs and Tamil Film songs.Tamilakaram Radio has phone in programs where lisyeners can request songs.Tamilakaram Radio has live RJS hosting Tamil shows.Listen to Tamilakaram Radio """,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/tamilakaram.jpg,,
Thenkasi FM Radio,https://stream.zeno.fm/1wq6xebz6k0uv,"
Thenkasi FM radio is a Tamilonline radio station broadcasting from Thenkasi.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/thenkasi-radio.jpg,,
Thedal FM,https://cast1.my-control-panel.com/proxy/vaanamne/stream,"
Thedal FM Karur is launched in many cities now and it’s also referred as Karur FM",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/thedalfm.png,,
K J Yesudas radio,https://stream.zeno.fm/uvdbygm6a48uv,"
K J Yesudas radio plays the all-time favourites of KJ Yesudas songs",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/yesudas.jpg,,
Devakottai FM,https://stream.zeno.fm/g93qqb9y9p8uv,"
Devakottai FM is a Tamil radio station broadcastingfrom Devakottai Sivagangai district.Devakottai Vaanoli plays non stop Tamil super hit songs and music.Listen to Devakottai FM radio station online.""",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/devakottaifm.jpg,,
Classical Carnatic,https://securestreams8.autopo.st:3021/1,"
Classical Carnatic music is usually performed by a small ensemble of musicians",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/classical-carnatic.jpg,,
Sun Tamil Radio,https://stream.zenolive.com/yavek61461zuv.aac,"
Sun Tamil Radio is a Tamil radio station broadcasting from Sri Lnaka.Listen to layest kollywood Tamil super hits songs live streaming online """,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/suntamilradio.jpg,,
Osai FM,https://astro4.rastream.com/osai,"
Osai FM is an Tamil radio station from Kuala Lumpur (Malaysia).Osai FM broadcasts classic old Tamil songs.Listen to Osai FM Malaysia live streaming online .",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/osaifm.jpg,,
Tamil Amuthu Chennai Radio,https://stream.zeno.fm/k9e5pmbktp8uv," Tamil Amuthu Chennai Radio covers various kinds of hits and all set to engage you with this exciting and engaging radio station that is available to enjoy for everyone around the world and the radio is also online 24/7. So, if you like Tamil Amuthu Chennai radio hit the play button and enjoy the music of your choice with the radio.Listen to Tamil Amuthu Chennai Radio station online.,இணையத்தில் முதலிடம்…. உங்கள் இதயத்திலும் முதலிடம்….
இது உங்கள் தமிழ் அமுது சென்னை வானொலி… இசையால் உலக தமிழர்களை ஈர்த்து கொண்டிருப்பது உங்கள் தமிழ் அமுது சென்னை வானொலி…. தொடர்ந்தும் இணையத்தின் ஊடாக.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/Tamil-Amuthu-Chennai-Radio.jpg,,
SLBC Tamil National Service,https://stream.zeno.fm/xekhrn4zetzuv,"SLBC Tamil National Service is the Tamil service of Sri Lanka Broadcasting Corporation in Sri Lanka. SLBC Tamil National Service radio plays Tamil news , Tamil songs and music.Listen to SLBC tamil radio station online.
இலங்கை வானொலி இலங்கையின் முன்னணி ஒலிபரப்பு நிலையமும் ஆசியாவின் முதல் வானொலி நிலையமுமாகும். இலங்கை ஒலிபரப்புக் கூட்டுத்தாபனம்",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/slbctamil.jpg,,
Mathinila FM,https://server.unicast2u.com/radio/8250/stream,"Mathinila FM is Tamil online radio staion.Mathi nila FM Radio plays super hit Tamil songs and Tamil Music that will make you happy.Listen to Mathinila FM radio station online live.
உங்கள் விருப்ப பாடல்களோடு இணைந்து இருங்கள் 24 மணிநேரமும் இணையதளத்தில்",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/mathinilafm.jpg,,
Yugam Radio,https://s6.yesstreaming.net:19012/stream,"Yugam Radio Tamil is online radio broadcasting from Canada.Listen to Tamil Hit Songs 24×7.Listen to Tamil music, Kollywood songs,Tamil movie reviews, latest movie reviews, celebrity interviews, latest Kollywood songs.Listen to Yugam Radio online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/yugamradio.jpg,,
Roobam FM,https://s3.radio.co/sadfae7495/listen,"Roobam FM is Toronto Digital Tamil radio from Canada.Roobam FM plays super hit Tamil songs and local news from Canada , sri Lanka and India.Listen to Roobam FM Tamil digital online radio station from Canada.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/roobamfm.jpg,,
Asal FM,https://stream.zeno.fm/pzgws1kc41zuv,"Asal FM radio plays Tamil and South Indian cinema music.Listen to Asal FM radio online.Asal FM radio plays super hit Tamil songs from alla eras.
இசை பிரியர்களே!! தங்களுடைய இசைப்பயணம் இனிமையாக தொடர அசல் இசை.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/asalfm.jpg,,
Nellai Tamil FM,https://stream.zeno.fm/5nu139840tzuv,"Nellai Tamil FM is a Tamil online radio station broadcasting from Tirunelveli .Nellai Fm plays tamil classic songs and melody songs online.Listen to Nellai Tamil FM radio station online.
நெல்லை தமிழ் வானொலி உங்களுக்காக இனிமையான பாடல்களை தொகுத்து வழங்க இருக்கிறோம். சிறந்த ஒலி அமைப்புடன் உங்களுடன் இனைகிறோம்.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/nellai-tamil-fm.jpg,,
Chellam FM,https://sugu.radioca.st/stream/,stream/1, Chellam FM listen non-stop super hits Tamil songs 27/7.Chellam FM playlist contains a huge selection of Tamil super hits songs from the 80’s and 90’s.Chellam FM is also available on HQ.Listen to Chellam FM live streaming online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/chellamfm.jpg,
Tamil Romantic Radio,https://securestreams8.autopo.st:3026/1,Tamil Romantic Radio is online radio station from Hungama playing Tamil romantic hits.Listen to Tamil kadhal songs and Tamil Love songs and super hit romantic songs from Kolllywood.Listen to Tamil Romantic Radio kadhal radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/tamil-romantic-radio.jpg,,
Oorkuruvi FM,https://oorkuruvi-unicast2u.radioca.st/stream,"Oorkuruvi FM is 24 Hrs Non Stop Entertainment Tamil Radio.Oorkuruvi FM plays super hit 90s and 2ks Tamil songs.Listen to Oor kuruvi FM radio station online.
ஊர்க்குருவி 24 மணி நேர தமிழ் வானொலி",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/oorkuruvifm.png,,
Anbu FM,https://stream.zeno.fm/c2p4f1np4bruv,"Anbu FM is Tamil online radio station broadcasting from Tiruppur.Anbu FM plays non stop Tamil super hit songs from Tamil movies.Listen to Anbu FM Tamil station online.
உலக தமிழர்களின் உள்ளங்களிளும் இல்லங்களிளும் அன்பா ஒலிக்கும்…",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/anbufm.jpg,,
Sirpi FM,https://sirpifm-unicast2u.radioca.st/stream,"இன்பத்தில் உளி. இசையில் ஒலி. இது இணைய வானொலி சிற்பி.காதோரம் கவி பாட இணைய சேவையில் இருபத்தி நான்கு மணிநேரமும்….இடைவிடாது பாடல்களை தந்துகொண்டிருக்கின்றது..
Sirpi FM is a Tamil internet radio staion playing nonstop Tamil supet hit songs broadcasting from Karur.Sirpi radio Tamil makes Tamil people from all over the world by listening to Sirpi FM.Sirpi FM uniting tamil speaking people from all overthe world.Listen to Siri FM Tamil radio station online.
Email sirpifm@gmail.com Sirpi FM Phone 097860 24940",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/sirpifm.jpg,,
Lankasri FM,https://rbx2.hnux.com/http://5984.cloudrad.io:8032/,stream.mp3,"Lankasri FM is your favorite Tamil FM Online from UK, Lankasri FM Radio Live Entertain people all over the world with Creative Tamil Programs and Tamil songs and music.Listen to Lankasri FM tamil radio online ",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/lankasrifm.jpg,
Aruvi Vanoli,https://aruvivanoli-unicast2u.radioca.st/stream,"Aruvi Vanoli is a Tamil online radio station.Aruvi Vanoli plays super hit and clasiccal Tamil songs.Listen to Aruvi Vanoli tamil fm Live streaming online.
அருவி வானொலி இணைய வானொலிகளின் முதல்வன் அருவி Fm ” இசையும் உணர்வும் ”",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/aruvivanoli.jpg,,
Vijay Radio,https://stream.zeno.fm/x8byqha4b48uv,"Vijay Radio is a tamil online radio station playing the super hit songs played in movie characters by M R Vijay.
Vijay also known as Ilaya Thalapathy is a popular Tamil actor in South India.Listen to Vijay Radio Tamil radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/vijay.jpg,,
Isai Tamil Radio,https://server.unicast2u.com/radio/8010/stream,"இசை தமிழ் ரேடியோ அன்பென்று கொட்டட்டும் முரசு…
Isai tamil radio Tamil Online Radio Broadcast from World wide.24 Hrs Non Stop Entertainment purposes only.. Enjoy to listen Our Isai tamil radio.Isai tamil radio plays super hit Tamil songs and live telephone programmes and other updates programmes are presented by RJ.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/isaitamilradio.jpg,,
GTR FM,https://eu4.fastcast4u.com/proxy/goguna00?mp=/,,"GTR.FM-Gokulam Tamil Radio plays the oldies of tamil songs to the latest hits.GTR.FM joins the world tamil population together for one sole purpose of high quality entertainment and fun. With the Live shows to the podcast music, GTR.FM will blow your mind in programming.
Listen to Gokulam Tamil Radio GTR FM live online , Hot Line 1: +1 (647) 375-9623 / Hot Line 2: +1 (213) 290-2689 Skype 1: gokulamtamilradio1 / Skype 2: gokulamtamilradio2",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/gtrfm.jpg,
Evergreen Tamil Radio,https://stream.zeno.fm/qmtwp07a4qzuv,Evergreen Tamil Radio is a Tamil classical radio station playing Tamil old songs.Listen to Evergreen Tamil super hit songs non stop live provided by Hungama live radio tamil.Tamil retro songs radio only on Evergreen Tamil radio.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/evergreen-tamil-radio.jpg,,
Bakthi FM,https://strw1.openstream.co/847,Bakthi FM is a Hindu Tamil radio station from Sri Lanka.It Plays tamil devotional songs of all Tamil Gods.Listen to the best of Tamil devotional radio only on Bakthi FM.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/bakthifmnew.jpg,,
Hosur FM,https://server.unicast2u.com/radio/8430/stream,"Hosur FM is an online Tamil radio broadcasting from Hosur Tamilnadu.It plays super Hit Tamil songs from Kollywood.
Listen to Hosur latest news and latest information from Hosur.Listen to Hosur FM Tamil online radio station.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/hosurfm.jpg,,
KS Chitra Radio,https://stream.zeno.fm/aad4e51qz7zuv,KS Chitra Radio plays the evergreen songs sung by chinna kuyil.KS Chitra Radio plays the super hit songs in Tamil language.Listen to KS Chitra Radio Tamil radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/ks-chitra.jpg,,
Vasantha Ragam FM,https://stream.zeno.fm/xpbsngksa2zuv,"Vasantha Ragam FM plays well known melodies of Tamil lite hits fall into yours ears round the clock 24/7 with Super melody hits collections.Listen to the best of melody songs collections.Listen to Vasantha Ragam FM Tamil radio online.
இனணய வழியில் இசையின் பந்தம் , இது நமது வசந்தராகம் தமிழ் இணைய வானொலி",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/vasantha-ragam.jpg,,
Isaiyaruvi FM,https://cp1.hostcrate.com/8910/stream,"Isaiyaruvifm.com The Sound of Music.It’s a Tamil Entertainment Radio Station.
isaiyaruvi LIVE RADIO, established in 26-Jul-2010, broadcasts live 24×7 Tamil music over the Internet.Listen to Isaiyaruvi FM Tamil radio station online .",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/isai.jpg,,
Valipokan FM,https://stream.zeno.fm/dcts7v7sef9uv,Valipokan FM is a Tamil online radio station.It plays Tamil Talks of Suki sivam and Tamil various Tamil Hits songs.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/valipokan1.jpg,,
Naan Radio,https://stream.zeno.fm/swgzh04zbg0uv,Naan FM radio is tamil music based channel by Naan Media you can here all category of tamil songs and innovative programs.Listen to Naan Radio tamil web radio station live.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/naanradio.jpg,,
